Tournament Name,Stage Name,date,time,team1,team2,team1_score,team2_score,result,Home Team Win,Away Team Win,Draw,tournament_year,match_id,team1_elo_start,team2_elo_start,team1_elo_end,team2_elo_end
2022 FIFA World Cup,group stage,2022-11-22,19:00,Mexico,Poland,0,0,draw,0,0,1,2022,907,1600.2,1555.98,1597.67,1558.51
2022 FIFA World Cup,group stage,2022-11-22,22:00,France,Australia,4,1,home team win,1,0,0,2022,908,2202.24,1469.83,2202.91,1469.16
2022 FIFA World Cup,group stage,2022-11-23,13:00,Morocco,Croatia,0,0,draw,0,0,1,2022,909,1464.82,1784.56,1479.34,1770.04
2022 FIFA World Cup,group stage,2022-11-23,16:00,Germany,Japan,1,2,away team win,0,1,0,2022,910,2235.0,1442.43,2193.43,1484.0
2022 FIFA World Cup,group stage,2022-11-23,19:00,Spain,Costa Rica,7,0,home team win,1,0,0,2022,911,1962.98,1545.1,1967.45,1540.63
2022 FIFA World Cup,group stage,2022-11-23,22:00,Belgium,Canada,1,0,home team win,1,0,0,2022,912,1733.64,1447.22,1740.41,1440.45
2022 FIFA World Cup,group stage,2022-11-24,22:00,Brazil,Serbia,2,0,home team win,1,0,0,2022,913,1980.2,1500.67,1982.82,1498.05
2022 FIFA World Cup,group stage,2022-11-24,13:00,Switzerland,Cameroon,1,0,home team win,1,0,0,2022,914,1520.8,1456.4,1537.95,1439.25
2022 FIFA World Cup,group stage,2022-11-24,16:00,Uruguay,South Korea,0,0,draw,0,0,1,2022,915,1666.49,1505.62,1657.84,1514.27
2022 FIFA World Cup,group stage,2022-11-24,19:00,Portugal,Ghana,3,2,home team win,1,0,0,2022,916,1640.51,1508.75,1653.91,1495.35
2022 FIFA World Cup,group stage,2022-11-25,22:00,England,United States,0,0,draw,0,0,1,2022,917,1654.3,1455.42,1643.96,1465.76
2022 FIFA World Cup,group stage,2022-11-25,19:00,Netherlands,Ecuador,1,1,draw,0,0,1,2022,918,1835.46,1569.46,1822.57,1582.35
2022 FIFA World Cup,group stage,2022-11-25,13:00,Wales,Iran,0,2,away team win,0,1,0,2022,919,1496.93,1437.62,1471.21,1463.34
2022 FIFA World Cup,group stage,2022-11-25,16:00,Qatar,Senegal,1,3,away team win,0,1,0,2022,920,1481.18,1526.79,1462.05,1545.92
2022 FIFA World Cup,group stage,2022-11-26,13:00,Tunisia,Australia,0,1,away team win,0,1,0,2022,921,1436.84,1469.16,1417.79,1488.21
2022 FIFA World Cup,group stage,2022-11-26,16:00,Poland,Saudi Arabia,2,0,home team win,1,0,0,2022,922,1558.51,1442.02,1573.4,1427.13
2022 FIFA World Cup,group stage,2022-11-26,19:00,France,Denmark,2,1,home team win,1,0,0,2022,923,2202.91,1578.18,2204.03,1577.06
2022 FIFA World Cup,group stage,2022-11-26,22:00,Argentina,Mexico,2,0,home team win,1,0,0,2022,924,1799.22,1597.67,1809.72,1587.17
2022 FIFA World Cup,group stage,2022-11-27,22:00,Spain,Germany,1,1,draw,0,0,1,2022,925,1967.45,2193.43,1978.89,2181.99
2022 FIFA World Cup,group stage,2022-11-27,13:00,Japan,Costa Rica,0,1,away team win,0,1,0,2022,926,1484.0,1540.63,1466.39,1558.24
2022 FIFA World Cup,group stage,2022-11-27,16:00,Belgium,Morocco,0,2,away team win,0,1,0,2022,927,1740.41,1479.34,1704.42,1515.33
2022 FIFA World Cup,group stage,2022-11-27,19:00,Croatia,Canada,4,1,home team win,1,0,0,2022,928,1770.04,1440.45,1776.04,1434.45
2022 FIFA World Cup,group stage,2022-11-28,19:00,Brazil,Switzerland,1,0,home team win,1,0,0,2022,929,1982.82,1537.95,1985.83,1534.94
2022 FIFA World Cup,group stage,2022-11-28,22:00,Portugal,Uruguay,2,0,home team win,1,0,0,2022,930,1653.91,1657.84,1676.16,1635.59
2022 FIFA World Cup,group stage,2022-11-28,13:00,Cameroon,Serbia,3,3,draw,0,0,1,2022,931,1439.25,1498.05,1442.6,1494.7
2022 FIFA World Cup,group stage,2022-11-28,16:00,South Korea,Ghana,2,3,away team win,0,1,0,2022,932,1514.27,1495.35,1492.13,1517.49
2022 FIFA World Cup,group stage,2022-11-29,22:00,Wales,England,0,3,away team win,0,1,0,2022,933,1471.21,1643.96,1458.79,1656.38
2022 FIFA World Cup,group stage,2022-11-29,22:00,Iran,United States,0,1,away team win,0,1,0,2022,934,1463.34,1465.76,1442.49,1486.61
2022 FIFA World Cup,group stage,2022-11-29,18:00,Ecuador,Senegal,1,2,away team win,0,1,0,2022,935,1582.35,1545.92,1559.16,1569.11
2022 FIFA World Cup,group stage,2022-11-29,18:00,Netherlands,Qatar,2,0,home team win,1,0,0,2022,936,1822.57,1462.05,1827.48,1457.14
2022 FIFA World Cup,group stage,2022-11-30,18:00,Australia,Denmark,1,0,home team win,1,0,0,2022,937,1488.21,1577.06,1514.47,1550.8
2022 FIFA World Cup,group stage,2022-11-30,18:00,Tunisia,France,1,0,home team win,1,0,0,2022,938,1417.79,2204.03,1459.34,2162.48
2022 FIFA World Cup,group stage,2022-11-30,22:00,Poland,Argentina,0,2,away team win,0,1,0,2022,939,1573.4,1809.72,1564.42,1818.7
2022 FIFA World Cup,group stage,2022-11-30,22:00,Saudi Arabia,Mexico,1,2,away team win,0,1,0,2022,940,1427.13,1587.17,1415.17,1599.13
2022 FIFA World Cup,group stage,2022-12-01,18:00,Canada,Morocco,1,2,away team win,0,1,0,2022,941,1434.45,1515.33,1418.25,1531.53
2022 FIFA World Cup,group stage,2022-12-01,18:00,Croatia,Belgium,0,0,draw,0,0,1,2022,942,1776.04,1704.42,1771.97,1708.49
2022 FIFA World Cup,group stage,2022-12-01,22:00,Costa Rica,Germany,2,4,away team win,0,1,0,2022,943,1558.24,2181.99,1557.06,2183.17
2022 FIFA World Cup,group stage,2022-12-01,22:00,Japan,Spain,2,1,home team win,1,0,0,2022,944,1466.39,1978.89,1506.3,1938.98
2022 FIFA World Cup,group stage,2022-12-02,22:00,Serbia,Switzerland,2,3,away team win,0,1,0,2022,945,1494.7,1534.94,1476.12,1553.52
2022 FIFA World Cup,group stage,2022-12-02,22:00,Cameroon,Brazil,1,0,home team win,1,0,0,2022,946,1442.6,1985.83,1482.84,1945.59
2022 FIFA World Cup,group stage,2022-12-02,18:00,Ghana,Uruguay,0,2,away team win,0,1,0,2022,947,1517.49,1635.59,1502.69,1650.39
2022 FIFA World Cup,group stage,2022-12-02,18:00,South Korea,Portugal,2,1,home team win,1,0,0,2022,948,1492.13,1676.16,1523.32,1644.97
2022 FIFA World Cup,round of 16,2022-12-03,18:00,Netherlands,United States,3,1,home team win,1,0,0,2022,949,1827.48,1486.61,1835.37,1478.72
2022 FIFA World Cup,round of 16,2022-12-03,22:00,Argentina,Australia,2,1,home team win,1,0,0,2022,950,1818.7,1514.47,1827.87,1505.3
2022 FIFA World Cup,round of 16,2022-12-04,18:00,France,Poland,3,1,home team win,1,0,0,2022,951,2162.48,1564.42,2164.46,1562.44
2022 FIFA World Cup,round of 16,2022-12-04,22:00,England,Senegal,3,0,home team win,1,0,0,2022,952,1656.38,1569.11,1681.26,1544.23
2022 FIFA World Cup,round of 16,2022-12-05,18:00,Japan,Croatia,1,1,away team win,0,1,0,2022,953,1506.3,1771.97,1495.61,1782.66
2022 FIFA World Cup,round of 16,2022-12-05,22:00,Brazil,South Korea,4,1,home team win,1,0,0,2022,954,1945.59,1523.32,1950.93,1517.98
2022 FIFA World Cup,round of 16,2022-12-06,18:00,Morocco,Spain,0,0,home team win,1,0,0,2022,955,1531.53,1938.98,1586.28,1884.23
2022 FIFA World Cup,round of 16,2022-12-06,22:00,Portugal,Switzerland,6,1,home team win,1,0,0,2022,956,1644.97,1553.52,1670.96,1527.53
2022 FIFA World Cup,quarter-finals,2022-12-09,18:00,Croatia,Brazil,1,1,home team win,1,0,0,2022,957,1782.66,1950.93,1847.9,1885.69
2022 FIFA World Cup,quarter-finals,2022-12-09,22:00,Netherlands,Argentina,2,2,away team win,0,1,0,2022,958,1835.37,1827.87,1789.4,1873.84
2022 FIFA World Cup,quarter-finals,2022-12-10,18:00,Morocco,Portugal,1,0,home team win,1,0,0,2022,959,1586.28,1670.96,1643.27,1613.97
2022 FIFA World Cup,quarter-finals,2022-12-10,22:00,England,France,1,2,away team win,0,1,0,2022,960,1681.26,2164.46,1675.89,2169.83
2022 FIFA World Cup,semi-finals,2022-12-13,22:00,Argentina,Croatia,3,0,home team win,1,0,0,2022,961,1873.84,1847.9,1939.09,1782.65
2022 FIFA World Cup,semi-finals,2022-12-14,22:00,France,Morocco,2,0,home team win,1,0,0,2022,962,2169.83,1643.27,2176.23,1636.87
2022 FIFA World Cup,third-place match,2022-12-17,18:00,Croatia,Morocco,2,1,home team win,1,0,0,2022,963,1782.65,1636.87,1795.32,1624.2
2022 FIFA World Cup,final,2022-12-18,18:00,Argentina,France,3,3,home team win,1,0,0,2022,964,1939.09,2176.23,2331.05,2009.27
